0.000000, -0.000009, 0.000806, 5.847867, 0.000000, 0.000000, 0.000000, 0.0000000.000000, 0.000000, 0.001000
19.979996, -0.000009, 0.000806, 5.847867, 0.000000, 0.000000, 0.000000, 0.0000000.000000, 0.000000, -0.001000
39.980171, -0.000009, 0.000806, 5.847867, 0.000000, 0.000000, 0.000000, 0.0000000.023950, 0.000000, -0.003000
59.990585, -0.000009, 0.000806, 5.847867, 0.000000, 0.000000, 0.000000, 0.0000000.047772, 0.000000, -0.005000
80.224770, 0.000250, 0.000687, -0.435560, 0.562500, 0.597656, 0.101074, -0.0954590.071300, 0.000000, -0.007000
99.981297, 0.000984, 0.000345, -0.435258, 1.753906, 1.699219, 0.107422, -0.1154790.094626, 0.000000, -0.009000
119.994422, 0.002037, -0.000145, -0.435560, 2.855469, 2.960938, 0.114746, -0.0883790.116805, 0.000000, -0.011000
139.978033, 0.003686, -0.000912, -0.435862, 3.675781, 3.726563, 0.173584, -0.1445310.138528, 0.000000, -0.013000
159.981821, 0.005513, -0.001763, -0.435862, 4.617188, 4.644531, 0.186768, -0.1613770.159334, 0.000000, -0.015000
180.068733, 0.008016, -0.002928, -0.435862, 5.496094, 5.597656, 0.205811, -0.1589360.179141, 0.000000, -0.017000
199.976750, 0.011016, -0.004325, -0.436164, 6.398438, 6.484375, 0.205811, -0.1716310.197877, 0.000000, -0.019000
219.976322, 0.013876, -0.005657, -0.436164, 7.203125, 7.285156, 0.214600, -0.1704100.215187, 0.000000, -0.021000
239.975593, 0.017570, -0.007379, -0.436164, 7.902344, 7.941406, 0.243408, -0.1955570.231204, 0.000000, -0.023000
259.976069, 0.021621, -0.009268, -0.436164, 8.660156, 8.695313, 0.233154, -0.1965330.245741, 0.000000, -0.025000
280.102133, 0.025375, -0.011018, -0.436467, 9.242188, 9.261719, 0.241943, -0.2072750.258707, 0.000000, -0.027000
299.976719, 0.029982, -0.013167, -0.436467, 9.890625, 9.886719, 0.242920, -0.2116700.270084, 0.000000, -0.029000
319.978701, 0.034868, -0.015444, -0.436467, 10.316406, 10.421875, 0.267578, -0.2097170.279602, 0.000000, -0.031000
339.978274, 0.039257, -0.017491, -0.436164, 10.886719, 10.839844, 0.249756, -0.2250980.287397, 0.000000, -0.033000
359.977846, 0.044540, -0.019954, -0.436164, 11.175781, 11.171875, 0.273926, -0.2324220.293354, 0.000000, -0.035000
380.102705, 0.049923, -0.022461, -0.435258, 11.574219, 11.253906, 0.260742, -0.3085940.297434, 0.000000, -0.037000
399.976689, 0.055487, -0.025046, -0.434653, 11.699219, 11.531250, 0.267090, -0.3134770.299619, 0.000000, -0.039000
419.979273, 0.060297, -0.027279, -0.434653, 11.976563, 11.921875, 0.260498, -0.2900390.299873, 0.000000, -0.041000
439.980352, 0.066021, -0.029936, -0.434653, 11.968750, 12.000000, 0.275635, -0.2917480.298216, 0.000000, -0.043000
459.976912, 0.070969, -0.032235, -0.435560, 12.117188, 12.425781, 0.254150, -0.1972660.294651, 0.000000, -0.045000
480.105085, 0.076710, -0.034909, -0.436467, 11.867188, 12.046875, 0.281982, -0.2128910.289202, 0.000000, -0.047000
499.977864, 0.082370, -0.037549, -0.436164, 11.792969, 11.851563, 0.261475, -0.2104490.281850, 0.000000, -0.049000
519.978942, 0.087096, -0.039754, -0.436769, 11.500000, 11.535156, 0.272461, -0.2250980.272800, 0.000000, -0.051000
539.977611, 0.092498, -0.042274, -0.436769, 11.246094, 11.296875, 0.256348, -0.2062990.261952, 0.000000, -0.053000
559.978087, 0.097700, -0.044702, -0.436769, 10.730469, 10.816406, 0.289795, -0.2238770.249430, 0.000000, -0.055000
